Type,Freq.Const.Speaker,Agt.Freq.Noun,Tense,Pr.2.Pr,Co.2.Pr,Polarity,Style,Gender,Age,Education
Singular,0.4828,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4746,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4667,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4516,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4688,0.04,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4615,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4697,0.105,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4706,0.3,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4638,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4571,0.235,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4648,0.135,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4722,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4795,0.01,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.473,0.05,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4667,0.015,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4605,0.065,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4675,0.01,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4744,0.01,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.481,0.01,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4875,0.19,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4938,0.075,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.494,0.09,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4881,0,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4941,0.095,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.5,0.095,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.5057,0.015,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0,0.14,All.Others,Singular,Pluralized,Negative,Interview,Female,Youngest.Speakers,Less
Plural,1,0.15,All.Others,Pluralized,Pluralized,Positive,Interview,Female,Youngest.Speakers,Less
Plural,1,0.12,All.Others,Pluralized,Pluralized,Positive,Interview,Female,Youngest.Speakers,Less
Singular,1,0.05,Present-Preterit,Pluralized,Pluralized,Positive,Interview,Female,Youngest.Speakers,Less
Singular,0.8,0.185,All.Others,No.Priming,Pluralized,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.6667,0,Present-Preterit,Singular,Pluralized,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.5714,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.5,0.03,All.Others,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.5556,0.005,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.5,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4545,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4167,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.3846,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4286,0.14,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4375,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4706,0.02,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4444,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4211,0.035,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.45,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4762,0.035,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4545,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4348,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4167,0.07,All.Others,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4615,0.015,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4444,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4286,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4483,0.015,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4667,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4516,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4688,0.03,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4848,0.015,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.5,0.045,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.5143,0.04,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.5,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4865,0.22,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.5,0.09,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4872,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.475,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4634,0.02,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4762,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4651,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4545,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4348,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4468,0.04,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4375,0,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4286,0.105,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.42,0.3,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4118,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4231,0.235,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.434,0.135,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4444,0.135,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4545,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4643,0.01,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4561,0.05,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4483,0.015,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4576,0.065,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.45,0.01,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.459,0.19,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4677,0.075,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4762,0.09,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0.4688,0,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4615,0.095,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Plural,0.4697,0.015,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Female,Youngest.Speakers,Less
Singular,0,0,Present-Preterit,Singular,Singular,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0,0,Present-Preterit,No.Priming,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0,0,All.Others,Singular,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0.25,0.145,All.Others,No.Priming,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0.4,0.15,All.Others,Pluralized,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0.5,0.15,All.Others,Pluralized,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0.5714,0,Present-Preterit,No.Priming,Singular,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.5,0.005,Present-Preterit,No.Priming,Singular,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.4545,0.005,Present-Preterit,Singular,Singular,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.4167,0,Present-Preterit,Singular,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.3846,0.06,Present-Preterit,Singular,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.3571,0.155,Present-Preterit,No.Priming,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0.3333,0.05,Present-Preterit,Singular,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0.375,0.145,Present-Preterit,No.Priming,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Plural,0.4118,0.125,Present-Preterit,Pluralized,Pluralized,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.4444,0.12,Present-Preterit,Pluralized,Singular,Positive,Interview,Male,Youngest.Speakers,Less
Singular,0.4211,0.185,All.Others,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.4,0,Present-Preterit,Singular,Singular,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.381,0,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3636,0.03,All.Others,Singular,Singular,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3913,0.005,Present-Preterit,Pluralized,Singular,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.375,0.12,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.36,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.3462,0.03,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3333,0.04,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3448,0.14,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3667,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.3871,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.4063,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.4242,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.4286,0.035,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.4444,0.005,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.4595,0.035,Present-Preterit,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.4474,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.4359,0.005,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.45,0.07,All.Others,No.Priming,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.4634,0.015,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.4762,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.4884,0.12,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.5,0.015,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.5,0.015,Present-Preterit,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.5106,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.5208,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.5306,0.03,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.52,0.015,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.5294,0.045,All.Others,No.Priming,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.5192,0.04,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.5094,0.04,All.Others,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.5,0.22,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.4909,0.09,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.5,0.03,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.5088,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.5172,0.02,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.5254,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.5167,0.03,Present-Preterit,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.5082,0,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.5,0.05,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.4923,0.04,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.5,0,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.5075,0.105,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.5147,0.3,Present-Preterit,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.5072,0.12,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.5,0.235,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.5139,0.135,All.Others,Pluralized,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Plural,0.5068,0.005,All.Others,Singular,No.Priming,Positive,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.5135,0.01,All.Others,Pluralized,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
Singular,0.5067,0.05,Present-Preterit,Singular,No.Priming,Negative,Reading.Task-Questionnaire.Task,Male,Youngest.Speakers,Less
