norm_F1,Proactive,Reactive,Style,BirthYear,Sex,PartnerEthnicity,PhillyLiveTime,HighSchoolType,Occupation_Group,wordLength
871,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
698,Stronger Proactive Control,Weaker Reactive Control,Read,1997,Female,Puerto Rican,My whole life,Charter,Service,7
873,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
572,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
734,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
779,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
779,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
770,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
808,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
778,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
821,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
790,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
881,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
834,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
899,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,5
847,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
572,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
847,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
779,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
591,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
873,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
1103,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
859,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
881,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
899,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,5
835,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
1011,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
837,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
941,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
800,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
913,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
852,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
859,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
720,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
749,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
941,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
821,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
784,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
927,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,8
803,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
808,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
922,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
691,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
674,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
927,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,8
881,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
729,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
828,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,7
710,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
828,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
867,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
1048,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
1052,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
703,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
865,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
770,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
779,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
851,Stronger Proactive Control,Weaker Reactive Control,Read,1997,Female,Puerto Rican,My whole life,Charter,Service,7
848,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
604,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
674,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
899,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,5
787,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
775,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
894,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,5
919,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
800,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
928,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
767,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
729,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
942,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
779,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
586,Stronger Proactive Control,Weaker Reactive Control,Read,1997,Female,Puerto Rican,My whole life,Charter,Service,7
781,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
779,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
828,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
805,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
927,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,8
759,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
749,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
795,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
808,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
894,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,5
941,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,5
771,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
634,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
646,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
572,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
915,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
572,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
965,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
929,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,8
634,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
682,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
723,Stronger Proactive Control,Weaker Reactive Control,Read,1997,Female,Puerto Rican,My whole life,Charter,Service,4
859,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
835,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
740,Stronger Proactive Control,Weaker Reactive Control,Read,1997,Female,Puerto Rican,My whole life,Charter,Service,4
779,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
927,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,8
771,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
646,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
894,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,5
705,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
942,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
867,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
738,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,4
803,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,2
1052,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
759,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
941,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,5
795,Stronger Proactive Control,Weaker Reactive Control,Conversational,1997,Female,Puerto Rican,My whole life,Charter,Service,1
